Name,# Sequences,Description
79,2,1 read from S_enterica_TCS1.fasta mapped to 79 using Bowtie2
80,313,312 reads from C_rodentium_TCS7 (reversed).fasta mapped to 80 using Bowtie2
80,2,1 read from pCR23  PCR Product.fasta mapped to 80 using Bowtie2
80,2,1 read from V_cholera_TCS4.fasta mapped to 80 using Bowtie2
81,2,1 read from B_producta_TCS12.fasta mapped to 81 using Bowtie2
81,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 81 using Bowtie2
81,4,3 reads from C_rodentium_TCS9 (reversed).fasta mapped to 81 using Bowtie2
81,4,3 reads from C_rodentium_TCS10 (reversed).fasta mapped to 81 using Bowtie2
81,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 81 using Bowtie2
81,2,1 read from E_tarda_TCS5 (reversed).fasta mapped to 81 using Bowtie2
81,3,2 reads from E_tarda_TCS7.fasta mapped to 81 using Bowtie2
81,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 81 using Bowtie2
81,4,3 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 81 using Bowtie2
81,3,2 reads from pCR15  PCR Product.fasta mapped to 81 using Bowtie2
81,7,6 reads from pCR16  PCR Product.fasta mapped to 81 using Bowtie2
81,7,6 reads from pCR17 PCR Product.fasta mapped to 81 using Bowtie2
81,4,3 reads from pCR18  PCR Product.fasta mapped to 81 using Bowtie2
81,8,7 reads from pCR21 PCR Product.fasta mapped to 81 using Bowtie2
81,3,2 reads from pCR23  PCR Product.fasta mapped to 81 using Bowtie2
81,5,4 reads from pCR24 PCR Product.fasta mapped to 81 using Bowtie2
81,3,2 reads from V_cholera_TCS4.fasta mapped to 81 using Bowtie2
81,2,1 read from Y_enterocolitica_TCS1 (reversed).fasta mapped to 81 using Bowtie2
81,2,1 read from Y_enterocolitica_TCS3.fasta mapped to 81 using Bowtie2
82,2,1 read from B_caccae_TCS5 (reversed).fasta mapped to 82 using Bowtie2
82,362,361 reads from C_rodentium_TCS6 (reversed).fasta mapped to 82 using Bowtie2
82,2,1 read from C_rodentium_TCS8.fasta mapped to 82 using Bowtie2
82,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 82 using Bowtie2
82,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 82 using Bowtie2
82,2,1 read from K_pneumonia_TCS7.fasta mapped to 82 using Bowtie2
82,3,2 reads from K_pneumoniae_TCS10.fasta mapped to 82 using Bowtie2
82,2,1 read from pCR15  PCR Product.fasta mapped to 82 using Bowtie2
82,2,1 read from pCR16  PCR Product.fasta mapped to 82 using Bowtie2
82,2,1 read from pCR21 PCR Product.fasta mapped to 82 using Bowtie2
82,2,1 read from S_enterica_TCS1.fasta mapped to 82 using Bowtie2
82,2,1 read from V_cholera_TCS4.fasta mapped to 82 using Bowtie2
83,4,3 reads from C_rodentium_TCS4.fasta mapped to 83 using Bowtie2
83,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 83 using Bowtie2
83,103,102 reads from K_pneumonia_TCS7.fasta mapped to 83 using Bowtie2
83,2,1 read from pCR21 PCR Product.fasta mapped to 83 using Bowtie2
84,62,61 reads from C_rodentium_TCS5 (reversed).fasta mapped to 84 using Bowtie2
84,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 84 using Bowtie2
84,2,1 read from pCR24 PCR Product.fasta mapped to 84 using Bowtie2
84,2,1 read from V_cholera_TCS2 (reversed).fasta mapped to 84 using Bowtie2
85,199,198 reads from C_rodentium_TCS9 (reversed).fasta mapped to 85 using Bowtie2
85,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 85 using Bowtie2
85,3,2 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 85 using Bowtie2
85,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 85 using Bowtie2
85,3,2 reads from pCR16  PCR Product.fasta mapped to 85 using Bowtie2
85,3,2 reads from pCR24 PCR Product.fasta mapped to 85 using Bowtie2
85,2,1 read from S_enterica_TCS4.fasta mapped to 85 using Bowtie2
86,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 86 using Bowtie2
86,2,1 read from K_pneumoniae_TCS10.fasta mapped to 86 using Bowtie2
86,2,1 read from pCR23  PCR Product.fasta mapped to 86 using Bowtie2
86,81,80 reads from S_enterica_TCS1.fasta mapped to 86 using Bowtie2
86,197,196 reads from S_enterica_TCS_ttrSRRIG.fasta mapped to 86 using Bowtie2
87,2,1 read from C_rodentium_TCS1.fasta mapped to 87 using Bowtie2
87,279,278 reads from C_rodentium_TCS10 (reversed).fasta mapped to 87 using Bowtie2
87,2,1 read from E_tarda_TCS2 (reversed).fasta mapped to 87 using Bowtie2
87,2,1 read from E_tarda_TCS7.fasta mapped to 87 using Bowtie2
87,3,2 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 87 using Bowtie2
87,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 87 using Bowtie2
87,4,3 reads from K_pneumoniae_TCS10.fasta mapped to 87 using Bowtie2
87,5,4 reads from pCR15  PCR Product.fasta mapped to 87 using Bowtie2
87,3,2 reads from pCR16  PCR Product.fasta mapped to 87 using Bowtie2
87,2,1 read from pCR17 PCR Product.fasta mapped to 87 using Bowtie2
87,3,2 reads from pCR21 PCR Product.fasta mapped to 87 using Bowtie2
87,4,3 reads from pCR24 PCR Product.fasta mapped to 87 using Bowtie2
87,3,2 reads from S_enterica_TCS3.fasta mapped to 87 using Bowtie2
87,2,1 read from V_cholera_TCS2 (reversed).fasta mapped to 87 using Bowtie2
87,3,2 reads from Y_enterocolitica_TCS3.fasta mapped to 87 using Bowtie2
88,43,42 reads from E_faecalis_TCS2 (reversed).fasta mapped to 88 using Bowtie2
88,2,1 read from pCR21 PCR Product.fasta mapped to 88 using Bowtie2
89,2,1 read from B_theta_TCS2.fasta mapped to 89 using Bowtie2
89,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 89 using Bowtie2
89,2,1 read from C_rodentium_TCS4.fasta mapped to 89 using Bowtie2
89,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 89 using Bowtie2
89,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 89 using Bowtie2
89,261,260 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 89 using Bowtie2
89,2,1 read from L_plantarum_TCS2.fasta mapped to 89 using Bowtie2
89,2,1 read from pCR15  PCR Product.fasta mapped to 89 using Bowtie2
89,3,2 reads from pCR16  PCR Product.fasta mapped to 89 using Bowtie2
89,2,1 read from pCR22  PCR Product.fasta mapped to 89 using Bowtie2
89,5,4 reads from pCR24 PCR Product.fasta mapped to 89 using Bowtie2
90,45,44 reads from B_frag_TCS3.fasta mapped to 90 using Bowtie2
90,2,1 read from pCR24 PCR Product.fasta mapped to 90 using Bowtie2
91,146,145 reads from C_rodentium_TCS9 (reversed).fasta mapped to 91 using Bowtie2
91,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 91 using Bowtie2
91,4,3 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 91 using Bowtie2
91,2,1 read from pCR16  PCR Product.fasta mapped to 91 using Bowtie2
91,2,1 read from pCR17 PCR Product.fasta mapped to 91 using Bowtie2
91,4,3 reads from S_enterica_TCS4.fasta mapped to 91 using Bowtie2
92,7,6 reads from C_rodentium_TCS4.fasta mapped to 92 using Bowtie2
92,79,78 reads from K_pneumonia_TCS7.fasta mapped to 92 using Bowtie2
92,3,2 reads from pCR16  PCR Product.fasta mapped to 92 using Bowtie2
93,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 93 using Bowtie2
93,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 93 using Bowtie2
93,2,1 read from C_rodentium_TCS8.fasta mapped to 93 using Bowtie2
93,2,1 read from E_faecalis_TCS1.fasta mapped to 93 using Bowtie2
93,5,4 reads from E_tarda_TCS7.fasta mapped to 93 using Bowtie2
93,324,323 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 93 using Bowtie2
93,4,3 reads from pCR15  PCR Product.fasta mapped to 93 using Bowtie2
93,2,1 read from pCR16  PCR Product.fasta mapped to 93 using Bowtie2
93,3,2 reads from pCR17 PCR Product.fasta mapped to 93 using Bowtie2
93,4,3 reads from pCR21 PCR Product.fasta mapped to 93 using Bowtie2
93,3,2 reads from pCR22  PCR Product.fasta mapped to 93 using Bowtie2
93,2,1 read from S_enterica_TCS4.fasta mapped to 93 using Bowtie2
94,3,2 reads from C_rodentium_TCS9 (reversed).fasta mapped to 94 using Bowtie2
94,191,190 reads from V_cholera_TCS4.fasta mapped to 94 using Bowtie2
95,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 95 using Bowtie2
95,49,48 reads from E_faecalis_TCS2 (reversed).fasta mapped to 95 using Bowtie2
95,2,1 read from E_tarda_TCS7.fasta mapped to 95 using Bowtie2
96,255,254 reads from C_rodentium_TCS6 (reversed).fasta mapped to 96 using Bowtie2
96,2,1 read from E_tarda_TCS6.fasta mapped to 96 using Bowtie2
96,2,1 read from E_tarda_TCS7.fasta mapped to 96 using Bowtie2
96,2,1 read from K_pneumoniae_TCS10.fasta mapped to 96 using Bowtie2
96,2,1 read from V_cholera_TCS4.fasta mapped to 96 using Bowtie2
97,99,98 reads from C_rodentium_TCS1.fasta mapped to 97 using Bowtie2
97,2,1 read from pCR16  PCR Product.fasta mapped to 97 using Bowtie2
97,2,1 read from pCR21 PCR Product.fasta mapped to 97 using Bowtie2
98,2,1 read from C_rodentium_TCS4.fasta mapped to 98 using Bowtie2
98,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 98 using Bowtie2
98,95,94 reads from Y_enterocolitica_TCS5.fasta mapped to 98 using Bowtie2
99,29,28 reads from C_rodentium_TCS5 (reversed).fasta mapped to 99 using Bowtie2
99,2,1 read from C_rodentium_TCS8.fasta mapped to 99 using Bowtie2
100,2,1 read from pCR18  PCR Product.fasta mapped to 100 using Bowtie2
101,179,178 reads from C_rodentium_TCS9 (reversed).fasta mapped to 101 using Bowtie2
101,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 101 using Bowtie2
101,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 101 using Bowtie2
101,2,1 read from pCR21 PCR Product.fasta mapped to 101 using Bowtie2
101,2,1 read from pCR22  PCR Product.fasta mapped to 101 using Bowtie2
101,2,1 read from pCR24 PCR Product.fasta mapped to 101 using Bowtie2
101,2,1 read from S_enterica_TCS4.fasta mapped to 101 using Bowtie2
102,50,49 reads from B_frag_TCS3.fasta mapped to 102 using Bowtie2
102,2,1 read from K_pneumoniae_TCS10.fasta mapped to 102 using Bowtie2
103,2,1 read from B_producta_TCS6.fasta mapped to 103 using Bowtie2
103,2,1 read from C_rodentium_TCS4.fasta mapped to 103 using Bowtie2
103,65,64 reads from K_pneumonia_TCS7.fasta mapped to 103 using Bowtie2
103,2,1 read from K_pneumoniae_TCS10.fasta mapped to 103 using Bowtie2
104,3,2 reads from C_rodentium_TCS1.fasta mapped to 104 using Bowtie2
104,2,1 read from C_rodentium_TCS3.fasta mapped to 104 using Bowtie2
104,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 104 using Bowtie2
104,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 104 using Bowtie2
104,2,1 read from C_rodentium_TCS8.fasta mapped to 104 using Bowtie2
104,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 104 using Bowtie2
104,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 104 using Bowtie2
104,2,1 read from E_tarda_TCS4 (reversed).fasta mapped to 104 using Bowtie2
104,3,2 reads from E_tarda_TCS7.fasta mapped to 104 using Bowtie2
104,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 104 using Bowtie2
104,3,2 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 104 using Bowtie2
104,2,1 read from pCR15  PCR Product.fasta mapped to 104 using Bowtie2
104,7,6 reads from pCR16  PCR Product.fasta mapped to 104 using Bowtie2
104,5,4 reads from pCR17 PCR Product.fasta mapped to 104 using Bowtie2
104,99,98 reads from pCR18  PCR Product.fasta mapped to 104 using Bowtie2
104,4,3 reads from pCR21 PCR Product.fasta mapped to 104 using Bowtie2
104,277,276 reads from pCR22  PCR Product.fasta mapped to 104 using Bowtie2
104,5961,"5,960 reads from pCR23  PCR Product.fasta mapped to 104 using Bowtie2"
104,186,185 reads from pCR24 PCR Product.fasta mapped to 104 using Bowtie2
104,2,1 read from S_enterica_TCS_ttrSRRIG.fasta mapped to 104 using Bowtie2
104,2,1 read from V_cholera_TCS4.fasta mapped to 104 using Bowtie2
104,2,1 read from Y_enterocolitica_TCS3.fasta mapped to 104 using Bowtie2
104,3,2 reads from Y_enterocolitica_TCS5.fasta mapped to 104 using Bowtie2
105,60,59 reads from B_producta_TCS12.fasta mapped to 105 using Bowtie2
105,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 105 using Bowtie2
105,2,1 read from E_tarda_TCS7.fasta mapped to 105 using Bowtie2
105,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 105 using Bowtie2
105,2,1 read from pCR23  PCR Product.fasta mapped to 105 using Bowtie2
105,2,1 read from S_enterica_TCS_ttrSRRIG.fasta mapped to 105 using Bowtie2
106,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 106 using Bowtie2
106,3,2 reads from C_rodentium_TCS9 (reversed).fasta mapped to 106 using Bowtie2
106,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 106 using Bowtie2
106,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 106 using Bowtie2
106,226,225 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 106 using Bowtie2
106,2,1 read from K_pneumonia_TCS9 (reversed).fasta mapped to 106 using Bowtie2
106,2,1 read from pCR15  PCR Product.fasta mapped to 106 using Bowtie2
106,2,1 read from pCR24 PCR Product.fasta mapped to 106 using Bowtie2
107,2,1 read from B_producta_TCS6.fasta mapped to 107 using Bowtie2
107,7,6 reads from C_rodentium_TCS9 (reversed).fasta mapped to 107 using Bowtie2
107,136,135 reads from K_oxytoca_TCS1 (reversed).fasta mapped to 107 using Bowtie2
107,2,1 read from pCR17 PCR Product.fasta mapped to 107 using Bowtie2
108,2,1 read from C_rodentium_TCS8.fasta mapped to 108 using Bowtie2
108,17,16 reads from E_faecalis_TCS3 (reversed).fasta mapped to 108 using Bowtie2
109,2,1 read from C_rodentium_TCS8.fasta mapped to 109 using Bowtie2
109,266,265 reads from E_tarda_TCS6.fasta mapped to 109 using Bowtie2
109,2,1 read from pCR23  PCR Product.fasta mapped to 109 using Bowtie2
110,2,1 read from B_producta_TCS1.fasta mapped to 110 using Bowtie2
110,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 110 using Bowtie2
110,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 110 using Bowtie2
110,4,3 reads from C_rodentium_TCS8.fasta mapped to 110 using Bowtie2
110,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 110 using Bowtie2
110,6,5 reads from C_rodentium_TCS10 (reversed).fasta mapped to 110 using Bowtie2
110,3,2 reads from E_faecalis_TCS2 (reversed).fasta mapped to 110 using Bowtie2
110,2,1 read from E_tarda_TCS6.fasta mapped to 110 using Bowtie2
110,3,2 reads from E_tarda_TCS7.fasta mapped to 110 using Bowtie2
110,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 110 using Bowtie2
110,2,1 read from K_pneumonia_TCS7.fasta mapped to 110 using Bowtie2
110,9,8 reads from pCR15  PCR Product.fasta mapped to 110 using Bowtie2
110,16,15 reads from pCR16  PCR Product.fasta mapped to 110 using Bowtie2
110,6,5 reads from pCR17 PCR Product.fasta mapped to 110 using Bowtie2
110,4869,"4,868 reads from pCR21 PCR Product.fasta mapped to 110 using Bowtie2"
110,5,4 reads from pCR22  PCR Product.fasta mapped to 110 using Bowtie2
110,3,2 reads from pCR23  PCR Product.fasta mapped to 110 using Bowtie2
110,3,2 reads from pCR24 PCR Product.fasta mapped to 110 using Bowtie2
110,3,2 reads from V_cholera_TCS2 (reversed).fasta mapped to 110 using Bowtie2
110,2,1 read from V_cholera_TCS4.fasta mapped to 110 using Bowtie2
110,2,1 read from Y_enterocolitica_TCS5.fasta mapped to 110 using Bowtie2
111,3,2 reads from C_rodentium_TCS9 (reversed).fasta mapped to 111 using Bowtie2
111,2,1 read from L_gasseri_TCS1.fasta mapped to 111 using Bowtie2
111,2,1 read from pCR16  PCR Product.fasta mapped to 111 using Bowtie2
111,101,100 reads from V_cholera_TCS2 (reversed).fasta mapped to 111 using Bowtie2
112,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 112 using Bowtie2
112,60,59 reads from S_enterica_TCS5.fasta mapped to 112 using Bowtie2
113,60,59 reads from K_pneumonia_TCS7.fasta mapped to 113 using Bowtie2
113,2,1 read from K_pneumoniae_TCS10.fasta mapped to 113 using Bowtie2
113,2,1 read from pCR17 PCR Product.fasta mapped to 113 using Bowtie2
114,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 114 using Bowtie2
114,197,196 reads from E_tarda_TCS7.fasta mapped to 114 using Bowtie2
114,2,1 read from K_pneumoniae_TCS10.fasta mapped to 114 using Bowtie2
115,2,1 read from B_producta_TCS1.fasta mapped to 115 using Bowtie2
115,2,1 read from E_tarda_TCS4 (reversed).fasta mapped to 115 using Bowtie2
115,2,1 read from pCR16  PCR Product.fasta mapped to 115 using Bowtie2
115,89,88 reads from V_cholera_TCS4.fasta mapped to 115 using Bowtie2
116,5,4 reads from C_rodentium_TCS11 (reversed).fasta mapped to 116 using Bowtie2
117,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 117 using Bowtie2
117,100,99 reads from Y_enterocolitica_TCS5.fasta mapped to 117 using Bowtie2
118,40,39 reads from B_producta_TCS12.fasta mapped to 118 using Bowtie2
119,304,303 reads from C_rodentium_TCS6 (reversed).fasta mapped to 119 using Bowtie2
119,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 119 using Bowtie2
119,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 119 using Bowtie2
119,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 119 using Bowtie2
119,2,1 read from pCR16  PCR Product.fasta mapped to 119 using Bowtie2
119,2,1 read from pCR24 PCR Product.fasta mapped to 119 using Bowtie2
120,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 120 using Bowtie2
120,119,118 reads from E_tarda_TCS7.fasta mapped to 120 using Bowtie2
120,3,2 reads from pCR15  PCR Product.fasta mapped to 120 using Bowtie2
120,2,1 read from pCR18  PCR Product.fasta mapped to 120 using Bowtie2
120,2,1 read from pCR21 PCR Product.fasta mapped to 120 using Bowtie2
121,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 121 using Bowtie2
121,3,2 reads from pCR16  PCR Product.fasta mapped to 121 using Bowtie2
121,68,67 reads from V_cholera_TCS4.fasta mapped to 121 using Bowtie2
122,2,1 read from C_rodentium_TCS1.fasta mapped to 122 using Bowtie2
122,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 122 using Bowtie2
122,3,2 reads from C_rodentium_TCS6 (reversed).fasta mapped to 122 using Bowtie2
122,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 122 using Bowtie2
122,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 122 using Bowtie2
122,2,1 read from E_tarda_TCS4 (reversed).fasta mapped to 122 using Bowtie2
122,2,1 read from K_pneumoniae_TCS10.fasta mapped to 122 using Bowtie2
122,2,1 read from pCR15  PCR Product.fasta mapped to 122 using Bowtie2
122,7,6 reads from pCR16  PCR Product.fasta mapped to 122 using Bowtie2
122,5,4 reads from pCR17 PCR Product.fasta mapped to 122 using Bowtie2
122,2,1 read from pCR18  PCR Product.fasta mapped to 122 using Bowtie2
122,3358,"3,357 reads from pCR21 PCR Product.fasta mapped to 122 using Bowtie2"
122,2,1 read from pCR22  PCR Product.fasta mapped to 122 using Bowtie2
122,4,3 reads from pCR24 PCR Product.fasta mapped to 122 using Bowtie2
122,3,2 reads from V_cholera_TCS2 (reversed).fasta mapped to 122 using Bowtie2
122,2,1 read from Y_enterocolitica_TCS3.fasta mapped to 122 using Bowtie2
123,2,1 read from B_caccae_TCS5 (reversed).fasta mapped to 123 using Bowtie2
123,2,1 read from B_producta_TCS16 (reversed).fasta mapped to 123 using Bowtie2
123,2,1 read from C_rodentium_TCS1.fasta mapped to 123 using Bowtie2
123,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 123 using Bowtie2
123,3,2 reads from C_rodentium_TCS3.fasta mapped to 123 using Bowtie2
123,2,1 read from C_rodentium_TCS5 (reversed).fasta mapped to 123 using Bowtie2
123,2,1 read from C_rodentium_TCS8.fasta mapped to 123 using Bowtie2
123,5,4 reads from C_rodentium_TCS9 (reversed).fasta mapped to 123 using Bowtie2
123,3,2 reads from C_rodentium_TCS10 (reversed).fasta mapped to 123 using Bowtie2
123,2,1 read from C_rodentium_TCS11 (reversed).fasta mapped to 123 using Bowtie2
123,2,1 read from E_faecalis_TCS2 (reversed).fasta mapped to 123 using Bowtie2
123,2,1 read from E_tarda_TCS7.fasta mapped to 123 using Bowtie2
123,4,3 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 123 using Bowtie2
123,2,1 read from K_pneumonia_TCS7.fasta mapped to 123 using Bowtie2
123,2,1 read from K_pneumoniae_TCS10.fasta mapped to 123 using Bowtie2
123,5,4 reads from pCR15  PCR Product.fasta mapped to 123 using Bowtie2
123,5,4 reads from pCR16  PCR Product.fasta mapped to 123 using Bowtie2
123,2,1 read from pCR17 PCR Product.fasta mapped to 123 using Bowtie2
123,4,3 reads from pCR18  PCR Product.fasta mapped to 123 using Bowtie2
123,10,9 reads from pCR21 PCR Product.fasta mapped to 123 using Bowtie2
123,2,1 read from pCR22  PCR Product.fasta mapped to 123 using Bowtie2
123,6,5 reads from pCR23  PCR Product.fasta mapped to 123 using Bowtie2
123,5,4 reads from pCR24 PCR Product.fasta mapped to 123 using Bowtie2
123,2,1 read from S_enterica_TCS_ttrSRRIG.fasta mapped to 123 using Bowtie2
123,2,1 read from V_cholera_TCS2 (reversed).fasta mapped to 123 using Bowtie2
123,2,1 read from V_cholera_TCS4.fasta mapped to 123 using Bowtie2
123,3,2 reads from Y_enterocolitica_TCS3.fasta mapped to 123 using Bowtie2
124,2,1 read from B_frag_TCS3.fasta mapped to 124 using Bowtie2
124,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 124 using Bowtie2
124,2,1 read from C_rodentium_TCS7 (reversed).fasta mapped to 124 using Bowtie2
124,6,5 reads from C_rodentium_TCS9 (reversed).fasta mapped to 124 using Bowtie2
124,6,5 reads from C_rodentium_TCS10 (reversed).fasta mapped to 124 using Bowtie2
124,3,2 reads from E_faecalis_TCS2 (reversed).fasta mapped to 124 using Bowtie2
124,2,1 read from E_tarda_TCS5 (reversed).fasta mapped to 124 using Bowtie2
124,2,1 read from E_tarda_TCS7.fasta mapped to 124 using Bowtie2
124,3,2 reads from K_pneumonia_TCS3 (reversed).fasta mapped to 124 using Bowtie2
124,317,316 reads from pCR15  PCR Product.fasta mapped to 124 using Bowtie2
124,3507,"3,506 reads from pCR16  PCR Product.fasta mapped to 124 using Bowtie2"
124,2,1 read from pCR17 PCR Product.fasta mapped to 124 using Bowtie2
124,3,2 reads from pCR18  PCR Product.fasta mapped to 124 using Bowtie2
124,6,5 reads from pCR21 PCR Product.fasta mapped to 124 using Bowtie2
124,3,2 reads from pCR22  PCR Product.fasta mapped to 124 using Bowtie2
124,5,4 reads from pCR24 PCR Product.fasta mapped to 124 using Bowtie2
124,2,1 read from S_enterica_TCS1.fasta mapped to 124 using Bowtie2
124,3,2 reads from Y_enterocolitica_TCS3.fasta mapped to 124 using Bowtie2
125,41,40 reads from K_pneumonia_TCS7.fasta mapped to 125 using Bowtie2
126,39,38 reads from E_faecalis_TCS2 (reversed).fasta mapped to 126 using Bowtie2
126,2,1 read from pCR16  PCR Product.fasta mapped to 126 using Bowtie2
126,2,1 read from pCR17 PCR Product.fasta mapped to 126 using Bowtie2
127,40,39 reads from V_cholera_TCS2 (reversed).fasta mapped to 127 using Bowtie2
128,31,30 reads from B_frag_TCS3.fasta mapped to 128 using Bowtie2
128,2,1 read from pCR23  PCR Product.fasta mapped to 128 using Bowtie2
128,2,1 read from pCR24 PCR Product.fasta mapped to 128 using Bowtie2
128,2,1 read from V_cholera_TCS4.fasta mapped to 128 using Bowtie2
129,158,157 reads from B_producta_TCS6.fasta mapped to 129 using Bowtie2
129,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 129 using Bowtie2
129,2,1 read from C_rodentium_TCS10 (reversed).fasta mapped to 129 using Bowtie2
129,2,1 read from E_tarda_TCS6.fasta mapped to 129 using Bowtie2
129,2,1 read from E_tarda_TCS7.fasta mapped to 129 using Bowtie2
129,2,1 read from pCR15  PCR Product.fasta mapped to 129 using Bowtie2
129,2,1 read from pCR21 PCR Product.fasta mapped to 129 using Bowtie2
130,2,1 read from B_producta_TCS12.fasta mapped to 130 using Bowtie2
130,2,1 read from C_rodentium_TCS2 (reversed).fasta mapped to 130 using Bowtie2
130,4,3 reads from C_rodentium_TCS3.fasta mapped to 130 using Bowtie2
130,2,1 read from C_rodentium_TCS4.fasta mapped to 130 using Bowtie2
130,2,1 read from C_rodentium_TCS6 (reversed).fasta mapped to 130 using Bowtie2
130,2,1 read from C_rodentium_TCS8.fasta mapped to 130 using Bowtie2
130,4,3 reads from C_rodentium_TCS9 (reversed).fasta mapped to 130 using Bowtie2
130,5,4 reads from C_rodentium_TCS10 (reversed).fasta mapped to 130 using Bowtie2
130,3,2 reads from E_faecalis_TCS2 (reversed).fasta mapped to 130 using Bowtie2
130,2,1 read from E_tarda_TCS6.fasta mapped to 130 using Bowtie2
130,2,1 read from E_tarda_TCS7.fasta mapped to 130 using Bowtie2
130,2,1 read from K_oxytoca_TCS1 (reversed).fasta mapped to 130 using Bowtie2
130,3,2 reads from K_pneumonia_TCS7.fasta mapped to 130 using Bowtie2
130,4432,"4,431 reads from pCR15  PCR Product.fasta mapped to 130 using Bowtie2"
130,482,481 reads from pCR16  PCR Product.fasta mapped to 130 using Bowtie2
130,3,2 reads from pCR17 PCR Product.fasta mapped to 130 using Bowtie2
130,12,11 reads from pCR21 PCR Product.fasta mapped to 130 using Bowtie2
130,5,4 reads from pCR23  PCR Product.fasta mapped to 130 using Bowtie2
130,6,5 reads from pCR24 PCR Product.fasta mapped to 130 using Bowtie2
130,2,1 read from Y_enterocolitica_TCS2.fasta mapped to 130 using Bowtie2
130,2,1 read from Y_enterocolitica_TCS3.fasta mapped to 130 using Bowtie2
131,27,26 reads from B_producta_TCS12.fasta mapped to 131 using Bowtie2
132,101,100 reads from C_rodentium_TCS9 (reversed).fasta mapped to 132 using Bowtie2
132,2,1 read from K_pneumonia_TCS3 (reversed).fasta mapped to 132 using Bowtie2
132,2,1 read from pCR21 PCR Product.fasta mapped to 132 using Bowtie2
132,2,1 read from pCR24 PCR Product.fasta mapped to 132 using Bowtie2
133,37,36 reads from B_frag_TCS3.fasta mapped to 133 using Bowtie2
134,2,1 read from B_frag_TCS3.fasta mapped to 134 using Bowtie2
134,2,1 read from C_rodentium_TCS9 (reversed).fasta mapped to 134 using Bowtie2
134,4,3 reads from C_rodentium_TCS10 (reversed).fasta mapped to 134 using Bowtie2
134,95,94 reads from K_pneumoniae_TCS10.fasta mapped to 134 using Bowtie2
134,2,1 read from pCR16  PCR Product.fasta mapped to 134 using Bowtie2
134,2,1 read from pCR21 PCR Product.fasta mapped to 134 using Bowtie2
